overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
2.0,True,"08 13, 2011",A1NH2K8N77S5RY,B001V6OT2M,Flight_173,"Owned this for a few years now
Only usefull items are the screen protectors, cleaning cloth, extra styluses, case, audio splitter (because i'm a nerd), and the car charger. (which I haven't ever needed {i'm 22}) (of these I have only use{d} the spliter, case (used to), & the screen protectors)
All of which can be bought separately for cheaper & better quality.

The following is Junk that I have NEVER used:
headphones (to bulky, to short of cord, poor sound quality, looks cheap & probably is cheeper than that)
Finger stylus (I threw these out actualy complete junk)
Cradel (would proably break your system, and why would you route power through it to get to your ds???)",Junk,1313193600,,{'Color:': ' Black'},
2.0,False,"11 30, 2005",A1SBTYSRVCJI1D,B0009KVDQG,Brian Harris,"Some of you may be looking for just an arcade type experience where anything goes. If so, you may like Nascar 06: Total Team Control. But as for me. I want some sort of realism. It doesn't have to be perfect, but man, let's get it close.

I truly believe that NO ONE at EA has ever watched a NASCAR race. If you have watched a race, let me put it in perspective for you. I have gotten AIRBORNE, FLIPPED 5 or 6 times, and seen other AI cars do the same. WE ALL FINISH THE RACE & FIX THE DAMAGE WITH A PIT STOP !!! Anyone who watches NASCAR knows that cars that flip 5 or 6 times DO NOT FINISH 99% of the time. The only way to DNF in this game is to run out of gas or get so much damage that you blow your engine. AI cars never DNF. They can flip, explode, bounce, jump, get explosive diarrhea or whatever and they will always be there at the end.

In real NASCAR races, cars blow engines, the ""big one"" happens now and then, cars wreck out, etc. Not in NASCAR 06 !!! You want stats ?? NASCAR 06 has got em'.....NOT !! You can't keep track of anything except the standings for the current season. No trophy room, no personal stats or anything.

They also took a good ""two stick"" control system and added a crappy, poorly responsive one. Bring back the old controls !!

The rivalry system sucks too. You just tap someone, even if you had NOTHING to do with it and suddenly, the guy who hit you hates you and will die trying to ""get you back"". Even if you are in a chain reaction wreck that starts waaaaay ahead of you, everyone behind you who makes contact with you as you try to avoid the mess or spin out, will hate you.

Also, if you are in ""Fight to The Top Mode"" and buy a racing team, there are issues. There is a major glitch that freezes the game if you try to drive for Dale Jr or Roush in the Busch series and it will make you start completely over. Also, let's say you buy Penske Racing after accumulating enough money over the years. You cannot change the name from Penske to let's say ""Joes Racing"" or anything else you might want. And despite being the owner of the 2 car, 12 car, and your car, you can only modify yours and cannot modify any of the other cars on YOUR team, nor can you modify, hire or fire drivers for YOUR team.

I could go on and on. I am not just an EA basher. I have loved the Madden series and so wish that we could get a good, realistic NASCAR game. I would be a loyal purchaser if they could get it right, but I will NEVER buy another EA nascar game until I rent one and see what I am looking for.

Save yourself the money and don't buy this crap. The load times suck too.

Hope you get to see this EA if you ever want to win us back.",Looking for realistic NASCAR ?? DON'T BUY THIS GAME !!,1133308800,10,,
2.0,False,"05 14, 2008",A3BMUBBZ271QQ1,B000WPY4OG,Evil Eye,"I am a true EA Basketball sports fan i have every NBA Live and NCAA March Madness every year a new comes out. This game by far is the worst one i've ever owned. i bought it for $30 on sale from amazon and didn't have it when it was $59.00 because i heard it had bad reviews so i waited for the price to drop. i regret paying money for this game, let it be my worst mistake in life...",NCAA March Madness 08,1210723200,,{'Platform:': ' Xbox 360'},
2.0,True,"10 25, 2014",A13MTVSUJZWA7B,B00D4WTO1M,Slam,"The campaign story was weak and the action took a while to become interesting. I never felt a connection with the characters. Playing as a dog was novel, I guess. I wouldn't recommend this to anyone, especially a fan of COD. This game does smell like a rush job for release with the new generation consoles.",Not good,1414195200,,{'Format:': ' Video Game'},
2.0,False,"11 30, 2014",A369XPXR47NQPZ,B00J22635I,Core,"Disclaimer Bought this game, on sale on xboxlive digitally.

Knee Jerk reaction 11-20-2014 Just bought the game

-Had to set the game on easy just to make it out of the starting gate
-This is not an open world game
-You can not freely explore your areas of travel, instead you have to back track, so there is no roaming where you want to go.
no climbing or hopping over obstacles like you could do in the newest Tomb Raider game..
-As far as I can tell there is also no rolling in the game. (Maybe I haven't figured it out yet) So in battle..
-Heavy emphasis on switching combat styles in mid battle (at least this seems to be the case)
-Clunky Combat/combat system

Now for the more positive things
+Atmospheric game ) doesn't rank "" 2014 tomb raider quality"" but.. its here
+Crafting system is pretty cool. More nitty gritty than I expected.
+You can craft on the fly! Which considering the lack of freedom you have everywhere else.. this really
kinda surprises me.
+Traps work well, does a lot of damage
+Magic works well (When you use fireballs the enemies feel the heat)
+Projectile weapon seems to work really well (Crossbow)

The main thing for me, when I deal with any game, is exploration and how well my character interacts with the environment and THE FREEDOM of acts my character has.. with the environment and enemies..etc.  This game is really lacking on some key fronts for a adventure rpg that has come out in 2014. Seriously I hate pressing a button to engage in an action (press 'A' to climb on this ledge). That's 1980's... garbage.

But besides my grips, I'm just now starting the game, my rating may very well change once I get further in, but I doubt it will be because of core gameplay mechanics changing.",Knee Jerk reaction 11-20-2014 Just bought the game -Had to set the game on easy just to make it out of the starting gate ...,1417305600,,{'Platform:': ' Xbox 360'},
2.0,True,"01 25, 2008",A294V014ZQ32Y1,B000VPPOEQ,D. Padula,I checked out reviews and game play movies for this game and I liked what I read and saw.  I played the demo from the company which was not very long and this game seemed like fun.  I ordered this game and waited the few weeks for it to arrive.  The game installed just fine and I started to play.  After about 10 minutes of play I started to feel that the game overall was very slow.  Not in terms of speed because my computer could not handle it but in terms of game play.  I usually had the game speed set to fast or faster to keep my interest.  So I played the game for a few days to a week and I did not find enough of a difference overall to continue to play the game.  It felt like the same thing over and over again to the point that I was bored and would leave the game running and go do other things.  I removed the game from my machine after only about 3 weeks and have not missed it at all.  That was about 2 months ago now.  I would not recommend this game at all even for people like me that typically enjoy this type of game.  Save your money for something else.,Horribly boring and repetitive.,1201219200,7,,
2.0,True,"12 18, 2015",A37YBHQY81E7YU,B00Z9HS664,Cool Aye,Only giving it a 2 because of how you can't play with previous equipment of previous versions of Rock Band. Also bass pedal isn't calibrated correctly. I want to also mention of how you can't load previously purchased songs.,Only giving it a 2 because of how you can't ...,1450396800,,"{'Edition:': ' Band-in-a-Box Bundle', 'Platform:': ' Xbox One'}",
2.0,True,"02 6, 2014",A38ZJ2YEQ0AWQJ,B00004W4WI,ebonae,"This game wouldn't play in my PS2. I tried it on 3 different systems and it skipped on all of them. Maybe it was the seller, I don't know but I never got a chance to experience this game.",Did not work well- scratched,1391644800,,,
2.0,False,"11 12, 2011",AN5QY1J9282VO,B00503E8S2,MN Dude,"The single player story, gameplay, and graphics are great. The multiplayer on the otherhand is nothing even close to great and includes crappy graphics, boring really small maps, major lag, and yawn inducing overall updates. Modern Warfare 2.1 is an understatement (more like Modern Warfare -3.0) when taking the broken multiplayer into account. Rent it some weekend or borrow it from a friend is my advice. I have played over 50 matches and have yet to get into a game with more than 3 bars and boy oh boy does this game set a new standard for host advantage. The lag makes auto aim freak out and impossible to hit someone. I wonder if it's the game or xbox live but man this game is no fun to play. A major major major disappointment, but honestly the series has been steadily getting worse year after year so I guess I should have know better. BLOPS was a step in the right direction, but IW slammed on the brakes, thru it in reverse, and ran it in the ditch. Easily the worst COD game I've played and I've played them all since 2004. I give the single player a 4.0 out of 5.0 and the multiplayer a broken 0.0 out of 5.0.","What comes around, comes around again.",1321056000,3,{'Format:': ' Video Game'},
2.0,True,"03 10, 2016",A1OZDTETHHXXI6,B00ENEG73S,Amazon Customer,Did not get silicone sleeve it said I would get other then that it was on time,Two Stars,1457568000,,,
2.0,True,"11 15, 2008",A2R6THA1BFZITF,B001D5DQJS,Julie W,"I was really excited about this game when I saw it because I figured designing weddings would be tons of fun.  But this game is no fun at all!
There are only about six brides and you have to choose all these things for them like dress, invitations, place for the wedding, and what the parents, best man, maid of honor, and ring bearer and flower girl will be wearing.  You also have all these little pointless choices to make like designing the bride's bedroom.  If the bride is happy with all the choices you make the wedding goes fine, but if she isn't (and she never is happy with everything) then people fall and the wedding goes badly.  Then you get a chance to go back and correct things to make her happy.  I have liked other imagine game and I am very disappointed in this one.  I am also disappointed in the Imagine company.  I think they had a chance to make a game that would be really different and fun.  And with this game they blew it!",Not much fun at all,1226707200,28,,
2.0,False,"12 12, 2002",A3VONQL7YW8UPM,B00006F2ZQ,LUCK,"Rent this game to test it before purchasing.
It is very different from similar games (Halo, Splinter Cell, etc).  Although I like those other games, I did not like Metal Gear Solid.
In short, it has VERY long movie scenes (I think I had to watch about 20 minutes of video before playing, and the game is constantly pausing to show you other short movies). You feel more out of control of the player than you do in other shooting games (Ghost Recon, Splinter Cell, Halo, etc).  The result of the movies and the awkward control is that you don't feel engaged as a player.
After about a half-day I gave up on this one and returned it.
If you like to get caught up in the ""plot"" of a shooter videogame, and the action is just an aside, then this is probably a good selection.  If you prefer action, and like the plot as a nice backdrop, then you are not likely to enjoy this game.","Lots of Plot, Action(?)",1039651200,,,
2.0,False,"11 1, 2011",A2BGO6XPXDO5ZM,B004HM27A8,Sarah,"Neptunia is a very cute, airheaded little game that you probably know whether you want or not after a few videos and a preview. It's really a face value kind of game for a very niche fanbase.

The system designs come up very short though, and the game runs like complete trash. A stuttering 10-15 FPS in a lot of instances. It's a shame, it could have really come across better, but Compile just wasn't ready for 3D with this release.","Charming, but clunky and ultimately average.",1320105600,,,
2.0,False,"07 19, 2008",A1HTO5COXAY1NQ,B000UQAUWW,Skippy the Skeptic,"I had a hamster once.  He cost about $10 and lived for not quite six months.  I felt bad for the little guy, but I also understood that short lives are the way of hamsters.  Short lives should not be the way of enormously expensive pieces of electronic equipment.

I held off on getting an Xbox 360 for a long time after launch because of the high number of hardware failures reported for the system, especially after one of my friends had to return his Xbox for service -SIX TIMES- within a year.  After Microsoft announced that the new ""Falcon"" chip set would virtually ensure a long service life for new 360s, my girlfriend spent almost $400 to get me one as a birthday gift.  It died yesterday, after 10 months of intermittent use, giving me the delightful three light ""Red Ring of Death"" as it expired.  Granted, Microsoft has extended the warranty for the Xbox 360 to 3 years for ""RROD"" issues, and thus even as I type this a free shipping box is en route to me so my dead machine can take a trip to Texas, but widespread catastrophic hardware failures are ridiculous no matter how you slice it.  The best part is that my own Xbox won't be returned to me - instead I'll get someone else's dead Xbox that has also been returned and subsequently repaired.  It's even possible that instead of getting back a machine with the relatively robust Falcon hardware, I could get back a machine using one of the two previous (and much less stable) hardware configurations. To say that I'm concerned in an understatement.

WHEN IT WORKS the Xbox 360 is an excellent gaming system that features stunning graphics, a large game library, and a solid online experience (Though in all honesty I'd rather play with my friends in my own living room than with random strangers.)  As of 2 days ago I'd have easily rated the console a solid 4 stars (Not five - the need to sink another $100 on a wireless device to connect to the internet and the annoying high cost for peripherals and software counts against it.), but as of tonight I feel as if I'm being generous to rate it with 2.  You should never have to qualify a statement about an extremely expensive piece of equipment with ""when it works"".

Even worse is that Microsoft hasn't been forthcoming with consumers about the cause of all these ""general hardware failures"".  They're apparently caused by the system overheating, but I'm not in any sense a hardcore gamer and I don't go on marathon gaming binges.  My machine got maybe 3-5 hours of play per week and sat in a well-ventilated area (A ""framework"" style shelf that has neither sides nor a back in order to provide the console with maximum airflow.).  Despite recommendations by some other users, I'm unwilling to buy an external fan for two reasons: 1.) I don't feel as if a consumer should have to spend extra money on a peripheral to ensure that a product will actually function as advertised and 2.) These external cooling fans have also been reported to damage the console and Microsoft has announced that evidence of their use will resulting in a voiding of one's warranty.

Honestly, if you're willing to take a gamble on your console randomly biting the dust then the Xbox 360 provides a fun gaming experience.  When it works, the 360 is awesome, but for $300+ ""when it works"" just doesn't cut it for me.

As a matter of fairness, I should note that the turn-around time on my service order was pretty short (exactly 2 weeks from unit failure to the arrival of the replacement) and that my replacement unit has not yet had any trouble.",Lasted Almost Exactly 10 Months...,1216425600,10,{'Edition:': ' Pro 20GB'},
2.0,False,"11 9, 2007",A1DENY4Q39HD0N,B000R2XJJK,M. Benigni,"I start this review with a confession:  I haven't finished the game yet.  In fact, I've only played through most of the quests outside Vizima; I'm not yet into the city proper.  Alledgedly the game ""picks up"", but I'm seriously running out of patience after investing many hours, bored out of my skull.  Here are a list of observations:

The graphics engine is really lovely (excepting a lot of random aliasing at night, which I try to tell myself are fireflies) and so are the sounds.  The voice acting is above average, but the conversations are often structured poorly and are therefore not believable.  People offer the same dialog choices over and over even though previous conversations should have made them obsolete, resulting in conversations that make no sense.  (Especially annoying, the conversation trees frequently dump you out when you intend to continue speaking, so you have to click on a character again, to hear his/her oddly identical opening phrases once more.)

This game ships with a hefty manual, but it is amazing how little information is actually provided.  Like most recent game manuals, it's just installation instructions, a pile of spoilers for those interested, and not much else.  This comes to your attention as you level up and find yourself navigating the most senseless skill tree of all time.  Pre-requisites are unclear, skill distinctions are unclear, so what the heck, why not just select them all at random?  That will be really fun.

So character customization is out the window.  8 hours into the game, inventory has proven mostly useless, so trading is equally uninteresting.  Gameplay is reduced to repetetive combat, and walking from place to place waiting for the odd conversations to spawn new quests and/ or cutscenes.  Oh, had I forgotten to mention the walking?  The outdoor environments are relatively large, and walking from point A to B happens essentially in realtime which, again, is insanely boring.  Never have I seen a game so desperately in need of a fast travel solution.  (Top it all off with long fences, your inability to jump over a fence, or even step off a ledge without a staircase, and the whole world becomes a big, dull maze.)

When you do finally get to where your going, the boredom theme reaches it's apex:  eternal load screens.  Everytime you enter or leave an indoor location, you'll see as many as four delays.  The current screen will pause for a few seconds, followed by a saving screen, followed by a generic loading screen, followed by (I couldn't make this up) a location-specific loading screen.  And *each* of these are longer than any loading screen I've seen in any video game ever.  If you suffer through this only to find your destination less interesting than you hoped (quite likely) you'll have to turn around and wait for it all over again, just to go back outside.  Enjoy.

Other niggles:  if you expect the map to aid in your travels, note that there are no notations on it.  You'll need to mouse over every location waiting for text to pop-up over its mysteriously identical dot markers.  After you've waited a couple of seconds for it to - you guessed it - load.

I could go on and on with the little niggles, but in many ways the game is very polished.  The real issues are pacing, and the nearly meaningless skill tree.  As for pacing, how many hours are we expected to invest before a game begins to entertain, or even make a point?  I started to think about this during one of the ""minigames"", essentially rolling dice with the locals.  I guess this is somewhat appropriate for a simulation of a boring rainy night in a medievel 'burb, but you know, I've got a Playstation in the next room, and could probably find something more fun to do.  Failing that, maybe I could get some chores done.

Unless something miraculous happens in the next 15 minutes of gameplay, I'm giving up on The Witcher.  Even worse, this is the sort of game that makes me wonder whether I still like RPG's, after 20+ years of considering them ""my genre"".",It was a dark and boring night...,1194566400,18,{'Format:': ' Video Game'},
2.0,True,"02 1, 2010",A1M3UCO4E9UDG6,B001NJKHWI,R. J. Weber,"The game play is fair. However, the plot and the dialog suffer from a distinct lack of polish. As a result, I found myself caring very little for the protagonist and Hel's plot to use the protagonist as a tool against Lenneth seemed completely arbitrary.

If a decent story is important to you in your games, pass on this game and look at some of the main entries in the Valkyrie Profile franchise.

If average game play coupled with pretty good (for the DS) visuals is important to you, then this game will satisfy your itch.",Disappointing Valkyrie Profile,1264982400,2,{'Format:': ' Video Game'},
2.0,True,"07 29, 2014",A2CIT9ZWP0CPFL,B00475AYUA,darthgumby,Game is pretty old and outdated for today's standards.  I would not suggest unless you are really into the series and know what you are expecting beforehand.  I could not figure this game out and I did not like how it looked or played.  Very complex and not fun or easy to pick up on.,Game is pretty old and outdated for today's standards,1406592000,,{'Platform:': ' PC Download'},
2.0,False,"05 28, 2012",ATY1U39ESIVAL,B00178630A,Amazon Customer,Its got to the point now that pc singleplayer games are a joke. All because of the lousy pirates. Now we have to be logged in online to play. And what do we get for this..We get nothing but laggy singleplayer games. I really wanted to like this game but if you can't play because of lag how can you. It was tough to get through this game but i did. And i refuse to play it on a harder mode till they fix the dam lag. What kills me is i'm a wow player and run the game at max settings and never have lag. My pc is a powerhouse quad core system. I got killed so many times in this game because of the lag. And whats worse is i heard the online play of the game runs smoother. That is like a bad joke. I would wait on buying this game until Blizzard fixes the servers.,Lag in singleplayer game.,1338163200,13,{'Format:': ' Computer Game'},
2.0,False,"07 5, 2008",A2GPRA9HHLOC4B,B00113HUZ8,Wicasawakan,"When I saw this on the shelf, I jumped for it.
There was a good reason they waited until the last few months to release trailers and previews. This game is soooo slooow.
If I had known the game forced you into a different POV everytime I picked up an item (making it hard as heck to aim) and had no tutorial telling you how to aim or use items, I'd never have bought it.
Also, it forces you to blink to clear your vision? What?!
I love a run and gun game but this is a walk, walk, walk and then search through your inventory while fire is all around you or monstaers are coming, game.
I was so bored I gave up. This will rank up there with Assassins Creed and it's forced ""windowed mode"".
I do not recommend it.",Great graphics don't make a great game,1215216000,7,{'Platform:': ' PC'},
2.0,False,"05 15, 2011",A4SZFP0OI0UKS,B000SQ5LN2,Vie Hart,"Okay, so I bought this for DS and was totally dissapointed. It's so stupid. It takes like 30 minutes to get the cat's happy meter to green by petting it. And sometimes the cat gets mad if you pet it. I do not like this game at all. The house that you live in is ugly and all lol and I just don't like it. Plus, it's confusing and hard. DON'T BUY THIS GAME!!!",Soo Frustrating...,1305417600,,,
2.0,True,"07 23, 2014",AGTHMSYW2GZH1,B00BMFIXKQ,Westsai,"Ubisoft seems to be in love with their newly developed naval battle system from AC3, which i personally hate, it looks amazing and all, but it's just not what i'm looking for in a assassin's creed game.

The world is too big, quests are repetitive, it's a long grind to finish every quest and most importantly, the story is... i don't want to say lame, but i don't even care what happens next.  I guess character development takes a part of the blame too, i simply do not care.  For months i've just been exploring the open world, when i get bore i'd just stop playing and maybe a week or two later i'd wanna play for a few more hours again.

Anyway, to sum up,
- it does not have an amazing story (so far, since i still haven't finish the game)
- poor character development, players don't get any attachment to the character
- long and repetitive gameplay
- 85% naval battle, not what i am looking for in an AC game

Not looking forward to the next assassin's creed game, maybe it's better that way to not have any expectations at all.",so it has come to this...,1406073600,,{'Format:': ' Video Game'},
2.0,True,"04 12, 2013",A2X9T5SNNDLV21,B0050SY5BM,WaRMaCHiNE,"I recently purchased this game because I got a good deal on it but it did not deliver, the single player is ok but online play is disappointing compared to other shooters.",No Good,1365724800,,{'Format:': ' Video Game'},
2.0,False,"03 2, 2007",AINWD4W4NMO4Q,B000JHH85Y,Brian Forrester,"I'll start by stating that I was a big fan of the Madden games until I played Sega's NFL 2K5 on the PS2.  After EA bought the exclusive rights to the NFL games, I was rather peeved.  Madden 2007 for the PS3 just enforces the reasons for my dismay.

Pros:

- NFL foolball

- Improved graphics from the previous generation of video game consoles (not by the leaps and bounds you'd expect though)

-  That's about it

Cons:

- Graphics not up to the quality you'd expect from next gen technology.

- Controls feel 'off', especially on defense.

- change of the speed burst button from X to R2...this was very difficult to get used to.

- create-a-player was ruined.  Yeah, it was kind of cheap to be able to build the perfect player.  Now you have to participate in drills to set your created player's attributes.  While fine in theory, the drills (think scounting combine...bench press, 40yd dash, etc) weren't well executed.  I really noticed the 'off' feel of the controls while running through a tackling drill with a LB.  It was the same setup as the Mini-Camp drill from previous games (which I normally ruled at), but I could barely make a tackle.  The players just didn't feel responsive.

Bottom line, this game felt rushed.  I had a feeling EA would let the quality of their NFL game slip now that there's no competition.  I can't even recommend renting this game, let alone buying it.  It really seems that all of EA Sports titles are slipping greatly in terms of quality.",I have to agree with the general opinion of this Madden,1172793600,5,,
2.0,True,"11 19, 2013",A1MIM9VMJKG4HB,B007RUY1NS,Steve Weiss,"Hard game, just not my type of game. I'm sure other people will probably love it, I'm not of them I guess.",Redundant and only for fan boys,1384819200,,,
2.0,True,"09 21, 2009",A1UF7VX6WK4IAX,B0017HW5LM,D. Aanenson,"Very boring game, to bad bungie didn't make it and turn it into a first person shooter game, than it would have been better. not worth the money.",Free American,1253491200,,,
2.0,True,"02 16, 2013",AX60UQA7HZLFE,B001ABN93I,William Cooper,"However, my copy froze whenever I wanted to do anything besides the first song; I still imagine it would end up like the others, succumbing to that ever-present fatal flaw of Guitar Hero and Rock Band-playing the same songs over and over gets boring really quickly (which, granted, does give me a little more respect for real professional musicians)",Seems as fun as the others,1360972800,,"{'Edition:': ' Game only', 'Platform:': ' PlayStation2'}",
2.0,True,"02 28, 2013",AOKS5JEGN6G,B0017UGFBK,totally dude,"I am often forgiving of PC games which have so-so reviews, on the assumption that over time the developer will fix problems with patches.

This has not happened with this game.

It will crash randomly, crash on launch, crash on loading a game, it crashes a lot. I haven't been able to get far into the meat of the game due to the crashes. This is 2013, so the game will not be fixed.",Bugs make this unplayable,1362009600,,{'Platform:': ' PC Download'},
2.0,True,"12 27, 2015",A1Q9UVHD2PGCVU,B00VMB5VFK,Natalieg,I am indifferent about this product. As much as I like all the other Lego games I think this is just too much and not really thought through. Its very similar to Disney Infinity but has flaws. With Disney infinity you set the characters onto the console and leave it alone and play. With dimensions we have to run from our seats to constantly change characters and their position on the platform. Its completely uncomfortable. I like to sit and play my games and concentrate not run from my seat every 10 minutes and change the position to where my character should go. This is the most annoying part of the game. Lots of great characters to choose from but also lots of times running to set them on the console. Wish it was more like Disney Infinity,Too much work for very little play,1451174400,15,"{'Edition:': ' Starter Pack', 'Platform:': ' Nintendo WiiU'}",
2.0,True,"08 24, 2016",A336N4FP110GBK,B00J48MUS4,Maureen F.,My least favorite assassin creed game and this was with all the patches and updated included when I played it.,Skip it,1471996800,,{'Format:': ' Video Game'},
2.0,False,"06 2, 2010",A3TD7HLTDWZ382,B000ZKBJXC,Pikminfan,"Meh.  If you'd rather watch your videogames than play them, perhaps this game is for you.  I suppose between the rambling cut scenes and ""follow this guy here"" segments there were some occasional fun areas, but for the most part, this game just really didn't hold my interest for long.  It's just not that fun.",Not impressed,1275436800,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
2.0,True,"03 27, 2013",APW2F26VZA94D,B005GWU110,SBarker,"This game would be great...if it interacted well with the Kinect. I wouldn't even mind that it doesn't interact well if there was an option to use the controller instead. It was very frustrating to try and play this with my daughter when it kept freezing and going back. We weren't even able to play a full game before we got annoyed and turned it off. If anyone knows how to get past this, please let me know!",Bad Interaction with Kinect,1364342400,,,
2.0,True,"03 14, 2014",A3R1BKS6STBOOA,B00BFOEY3Y,amazoniak,"I am pleasantly surprised at how well this mouse does on a fast paced FPS like BF4.  By no means am I the best player in Battlefield but I can tell you my KDR has not gotten any worse but it has actually improved because of the shape of the mouse.  I came from the RAT 5, which I love and have used for 3 years, but the claw grip was a bit uncomfortable for long periods of gaming. (>6 hours).  I decided to try this mouse because of the more contoured grip that allowed my palm to sit on the mouse and not hover over.  Its different but comfortable.  I will have an opportunity to do a 13+ gaming marathon in the next few weeks so I will be more able to know if the comfort level has really changed.  The wireless feature is great and I don't see any latency when I play and the additional buttons allow me to map a few more things I like to have on button presses and not on the scroll wheel.  It grips very nice and move very well with little resistance.  It is a bit heavy but I like my mice heavy so not a big change.  It no longer comes with an Eneloop battery like I saw in the YouTube video but a generic Eni-time brand.  Not a deal breaker because I can replace it with an eneloop. Overall I really like the mouse but wired the cord is really too stiff to play with so it will be used to charge only.

Update:I give this product 2 stars because the battery only has about a 3 hour charge.  If you got the Eni-Time battery with your purchase instead of the Eneloop I would recommend throwing it away and buying Eneloop brand.  This was a big disapointment since some get Eneloop and some will get Eni-Time batteries.  Customer service took two months to get back with me on why this happens and their answer was ""Sorry we cant help you""  This mouse became a wired mouse until I got my new batteries defeating the purpose of having a wireless mouse.  I would recommend saving some money by going with a wired option (not logitech they have lost my love.) Razor or Madcatz would be a better option",Great Gaming Mouse for BF4,1394755200,,,
2.0,True,"07 4, 2015",A25VMJXGS4BTK8,B0013KK84O,eddyabear,The game doesn't have a good flow and is confusing. The kids still play it some but they never really seem to get anywhere. Now that I know the game I doubt I would have bought it.,Save your money,1435968000,,{'Platform:': ' Nintendo Wii'},
2.0,True,"07 12, 2015",A20SL74VUZSK2Y,B007FTE2VW,R. Bailey,"Every time i start the game to continue, you have to go through the stupid tutorial every time. getting a hold of origin is another matter. its like they don't want to hear from you. i've been trying over and over for weeks now, with no results. how do you get a hold of those guys. i love sim city but not this way, it isn't worth it.",lots of luck,1436659200,,{'Format:': ' Video Game'},
2.0,False,"07 15, 2015",ADKF1GINEEGDW,B00JK00S0S,avatar136,"The Dank of Us
I was so excited for this game.  I got it as part of a ps4 bundle. I can't tell you how often I longingly looked at it in a store, only to say 'I will get it soon, there will be  a promotion, be patient as you save up for your ps4' [it also led me to conclude that this is the game that will never go on sale.  ever.] [which i finally just went all in on just to get bloodborne lol]
  I am so underwhelmed and disappointed. I thought after the opening movie, 'this will be great!'

oh, how wrong I was.

 Everyone said I should play it, that it would be awesome.  Maybe that impacted my expectations.  I felt like I was playing the walking dead meets uncharted.
So here are my complaints:
1. Not realistic.  Everyone said it would be.  Sure, you can die easily--that's realistic.  But enemies never run out of bullets.  Never.
And you can't hold much [but you can hold an inexhaustible supply of collectibles.]
2. Joel has a magic super mutant hearing ability that lets him see around corners.  and through space and time.
3. The relationship between joel and the little girl is predictable and boring.  Maybe it's because i play so much silent hill.  I wanted something different.  and if you've watched the walking dead i swear some of this stuff was copied. why not be UNpredictable and have him be a guy trying to like survive.  or a weak guy.  or something a little bit more imperfect and human with more growth.  maybe he could actually be a screw up, making bad choices left and right.  or something more interesting.  not rambo.
4. battle system is straight forward and incredibly boring.  just shoot, run, or sneak up on someone.  oh, and joel has super strength he can bash anyone's head against a wall
5. I really did not [again] want to see a bad game like uncharted reborn in a new form
Why I didn't give it one star:
1. It was nice to see a female character that wasn't overly sexualized. no loli [bc of her age] no weirdness.  it was nice.
2. Nice graphics--but at this point [and let's be honest] lots of games have good graphics and i kinda wonder if its just to make up for lack of creativity and plot these days i play my DS more than I play my consoles these days

I really find it strange that people say that I am being too hard on this game.  They say things like 'yea, you make some points but it's still good' but think about it!  The amount of time you invest, for nothing really interesting or original.  Yea, and I agree, it is hard to find a good original game these days but maybe if we stopped settling developers would actually make good games [and not lobby IGN with lots of $$ and other places to beef up reviews because people, this is NOT the best game to come out there].

But no one will probably read this.  But if you play it and you like it, that's great.  I am just angry that my expectations were not met. At all.
Sincerely--A sad girl in NH",The Dank of Us,1436918400,5,"{'Edition:': ' Standard', 'Platform:': ' PS4 Digital Code'}",
2.0,True,"07 6, 2016",AA35W33HC7LR0,B01CKOP5QM,Crashmiku86,Meh boring,Two Stars,1467763200,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
2.0,True,"03 29, 2015",A2BFZ7J3832H1U,B00JUFT1F6,PA,"too complicated, takes two long to level p, stopped playing after 10 hours",Two Stars,1427587200,2,{'Format:': ' Video Game'},
2.0,False,"11 16, 2004",A3H2XNRK2BEHZY,B00029QOQS,Steve,"This game wants to be great. The patch finally came out and it runs pretty good now. One more new patch and all the issues should be resolved. Go buy this one now. If you enjoyed RC 1&2, this one's gonna make you wet your pants.",PATCH ME PLEASE!!!!!!!,1100563200,,,
2.0,True,"05 29, 2015",A1SNBR6NWIZCAU,B00GMFKYK8,Brian Becker,"The voice acting is great and I'm sure the plot probably is too, but this game is very unforgiving.  The chief enemy tactic is to simply overwhelm you, resulting in combat that can range at times from frustrating to just downright impossible.  For this reason I deeply regret buying this game.",Frustratingly difficult,1432857600,,{'Format:': ' Video Game'},
2.0,True,"09 11, 2016",AL9HFVLHFE7NZ,B005GTNC8W,Sade,"Not very accurate. For example, trying to get the hammer in Ocarina of Time, forget it. Yes, I was able to get the hammer no problem at all with the original controller.",Difficult to get fine movement,1473552000,,,
2.0,True,"05 28, 2015",A32GZROGI9LJ45,B0050SX7BQ,Steve Arias,"Outstanding graphics, awful game.",Two Stars,1432771200,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
2.0,False,"06 24, 2010",A1XFLX693BX6ZB,B000ZK7ZOE,J. A. Balbin Jr.,"i rescently bought this game and im 4 hours into it. so far nothing has gotten my attention. weak powers (in comparison to prototype),buildings look the same, people look the same, it feels like you're running around in cirles. the graphics are great, thats why i gave it 2 stars. but other than that, its really an infamous game. try the real deal prototype, where you can actually rip a city apart. not recommended as a purchase but as a rental. im trading this crap in tomorrow.",not better than prototype!!!,1277337600,,{'Format:': ' Video Game'},
